PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Kevin Durant,34:13,7,19,36.8,3,6,50.0,6,6,100,0,6,6,2,2,2,4,1,23,-10
Ryan Dunn,22:11,3,5,60.0,3,5,60.0,0,0,0.0,1,2,3,1,0,1,2,3,9,-18
Nick Richards,23:10,1,2,50.0,0,0,0.0,1,2,50.0,2,2,4,0,0,0,3,4,3,-5
Devin Booker,39:11,4,14,28.6,0,6,0.0,2,3,66.7,0,0,0,6,1,0,4,2,10,-20
Collin Gillespie,26:14,9,11,81.8,4,5,80.0,0,0,0.0,1,4,5,10,1,0,1,0,22,-7
Oso Ighodaro,24:37,3,4,75.0,0,0,0.0,0,0,0.0,1,3,4,2,2,1,0,3,6,-10
Grayson Allen,12:12,1,1,100,1,1,100,0,0,0.0,0,2,2,0,0,0,1,1,3,1
Tyus Jones,18:40,4,8,50.0,0,2,0.0,0,0,0.0,2,2,4,4,0,0,1,0,8,0
Cody Martin,15:32,2,3,66.7,0,0,0.0,0,2,0.0,1,3,4,1,0,0,0,2,4,-2
Royce O'Neale,24:00,7,12,58.3,7,12,58.3,0,0,0.0,0,2,2,2,0,0,0,0,21,-4
Bol Bol,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Damion Lee,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Vasilije Micic,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Monte Morris,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Mason Plumlee,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,41,79,51.9,18,37,48.6,9,13,69.2,8,26,34,28,6,4,16,16,109,-15
Jaden McDaniels,31:17,6,10,60.0,2,3,66.7,2,3,66.7,1,2,3,1,1,1,0,1,16,13
Julius Randle,32:02,9,15,60.0,2,4,50.0,5,5,100,1,5,6,8,1,1,0,1,25,7
Rudy Gobert,37:40,8,9,88.9,0,0,0.0,1,2,50.0,5,8,13,1,4,1,4,5,17,20
Anthony Edwards,27:38,8,19,42.1,4,10,40.0,0,0,0.0,3,1,4,5,1,0,2,1,20,9
Mike Conley,29:42,5,10,50.0,3,7,42.9,0,0,0.0,0,3,3,4,2,1,2,1,13,23
Naz Reid,26:11,3,7,42.9,3,5,60.0,0,0,0.0,1,6,7,4,1,0,1,2,9,3
Donte DiVincenzo,25:26,4,9,44.4,3,6,50.0,2,2,100,1,1,2,5,2,0,1,3,13,4
Nickeil Alexander-Walker,20:32,3,8,37.5,1,3,33.3,1,1,100,0,3,3,3,0,0,1,2,8,2
Jaylen Clark,9:32,1,2,50.0,1,1,100,0,0,0.0,0,2,2,0,0,0,0,2,3,-6
Rob Dillingham,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Luka Garza,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Joe Ingles,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Josh Minott,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,47,89,52.8,19,39,48.7,11,13,84.6,12,31,43,31,12,4,11,18,124,15
