PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jayson Tatum,36:53,8,21,38.1,5,12,41.7,7,7,100,0,4,4,5,1,0,5,2,28,10
Al Horford,31:38,3,7,42.9,1,4,25.0,2,2,100,3,6,9,5,0,1,1,1,9,15
Luke Kornet,21:36,2,3,66.7,0,1,0.0,0,0,0.0,0,4,4,1,1,0,0,3,4,10
Derrick White,36:39,7,18,38.9,3,11,27.3,1,2,50.0,1,4,5,4,2,0,2,0,18,12
Jrue Holiday,35:18,10,15,66.7,5,8,62.5,0,0,0.0,1,3,4,3,1,2,1,2,25,12
Payton Pritchard,27:10,4,12,33.3,3,9,33.3,0,0,0.0,1,2,3,0,3,0,2,2,11,0
Sam Hauser,21:06,2,4,50.0,2,4,50.0,0,0,0.0,0,3,3,0,0,0,0,2,6,-2
Neemias Queta,22:33,0,2,0.0,0,0,0.0,2,2,100,3,5,8,0,0,1,3,4,2,9
Jordan Walsh,7:07,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-6
Jaylen Brown,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Torrey Craig,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Miles Norris,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Baylor Scheierman,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Xavier Tillman,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTALS,,36,83,43.4,19,50,38.0,12,13,92.3,9,32,41,18,8,4,14,17,103,12
